"SPEAKER","SENTENCE","DATAID","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스",""
"고객","색상은?","박은영_가방_2","B","의복의류점","가방","1","31","색상에대한문의","","Q","","색상은?","","","","색상","","",""
"점원","블랙, 회색, 은색 있었어요","박은영_가방_2","B","의복의류점","가방","0","32","색상에대한문의","","A","","","","","블랙, 회색, 은색 있었어요","블랙, 회색, 은색","","블랙/색상, 회색/색상, 은색/색상",""
"고객","그럼 블랙 또 나오나요?","박은영_가방_2","B","의복의류점","가방","1","33","제품입고문의","","Q","","그럼 블랙 또 나오나요?","","","","블랙","","블랙/색상",""
"점원","원단이 들어오면 제가 만드는데 연락드릴까요?","박은영_가방_2","B","의복의류점","가방","0","34","재고문의후가져오는시간문의","예약문의","Q","","","원단이 들어오면 제가 만드는데 연락드릴까요?","","","지금, 원단","","",""
"고객","네 그럼 다음에 블랙 들어오면요","박은영_가방_2","B","의복의류점","가방","1","35","재고문의후가져오는시간문의","예약문의","A","","","","네 그럼 다음에 블랙 들어오면요","","다음, 블랙","","블랙/색상",""
"점원","연락처 남겨 주시면 주문하시는 순서대로 저희가 만들어 드려요","박은영_가방_2","B","의복의류점","가방","0","36","제품입고문의","","A","33","","","","연락처 남겨 주시면 주문하시는 순서대로 저희가 만들어 드려요","연락처, 주문, 순서","","",""
"고객","몇 시부터 몇 시까지 하세요?","박은영_가방_2","B","의복의류점","가방","1","37","운영시간문의","","Q","","몇 시부터 몇 시까지 하세요?","","","","몇 시","","",""
"점원","오전 열시부터 저녁 아홉시까지요","박은영_가방_2","B","의복의류점","가방","0","38","운영시간문의","","A","","","","","오전 열시부터 저녁 아홉시까지요","오전 열시, 저녁 아홉시","","오전 열시/오픈시간, 저녁 아홉시/마감시간",""
"고객","카카오페이 결제도 된다 그죠?","박은영_가방_2","B","의복의류점","가방","1","39","카카오페이삼성페이결제","","Q","","카카오페이 결제도 된다 그죠?","","","","카카오페이, 결제","","카카오페이/결제방식",""
"점원","금요일은 안됩니다","박은영_가방_2","B","의복의류점","가방","0","40","카카오페이삼성페이결제","","A","","","","","금요일은 안됩니다","금요일","","금요일/요일",""
"고객","아 명절엔 쉬시죠?","박은영_가방_2","B","의복의류점","가방","1","41","공휴일영업문의","","Q","","아 명절엔 쉬시죠?","","","","명절","","",""
"점원","예","박은영_가방_2","B","의복의류점","가방","0","42","공휴일영업문의","","A","","","","","예","","","",""
"고객","좀 잘 나가는 브랜드나 핫한 제품 있어요?","박은영_가방_3","B","의복의류점","가방","1","1","베스트상품문의","","Q","","좀 잘 나가는 브랜드나 핫한 제품 있어요?","","","","브랜드, 핫, 제품","","",""
"점원","지금은 이런 게 다 새로 나온 거거든요","박은영_가방_3","B","의복의류점","가방","0","2","베스트상품문의","","A","","","","","지금은 이런 게 다 새로 나온 거거든요","지금","","",""
"고객","재질이 어떻게 되나요?","박은영_가방_3","B","의복의류점","가방","1","3","가방소재문의","","Q","","재질이 어떻게 되나요?","","","","재질","","",""
"점원","폴리우레탄이네요","박은영_가방_3","B","의복의류점","가방","0","4","가방소재문의","","A","","","","","폴리우레탄이네요","폴리우레탄","","폴리우레탄/재질",""
"고객","가격은 얼마에요?","박은영_가방_3","B","의복의류점","가방","1","5","제품가격문의","","Q","","가격은 얼마에요?","","","","가격","","",""
"점원","이거는 십사만 구천 원인데 이십 프로 해드릴게요","박은영_가방_3","B","의복의류점","가방","0","6","제품가격문의","","A","","","","","이거는 십사만 구천 원인데 이십 프로 해드릴게요","십사만 구천 원, 이십 프로","","십사만 구천 원/금액, 이십 프로/할인율",""
"고객","이거는 가죽 가방인가요?","박은영_가방_3","B","의복의류점","가방","1","7","가방소재문의","","Q","","이거는 가죽 가방인가요?","","","","가죽, 가방","","가죽/재질, 가방/제품",""
"점원","네","박은영_가방_3","B","의복의류점","가방","0","8","가방소재문의","","A","","","","","네","","","",""
"고객","손잡이 부분은 모피라 예?","박은영_가방_3","B","의복의류점","가방","1","9","가방소재문의","","Q","","손잡이 부분은 모피라 예?","","","","손잡이, 부분, 모피","","손잡이/부분, 모피/재질",""
"점원","네","박은영_가방_3","B","의복의류점","가방","0","10","가방소재문의","","A","","","","","네","","","",""
"고객","가격은 얼마에요?","박은영_가방_3","B","의복의류점","가방","1","11","제품가격문의","","Q","","가격은 얼마에요?","","","","가격, 얼마","","",""
"점원","삼십만 구천 원입니다","박은영_가방_3","B","의복의류점","가방","0","12","제품가격문의","","A","","","","","삼십만 구천 원입니다","삼십만 구천원","","삼십만 구천원/금액",""
"고객","이게 탈부착이 가능한가요?","박은영_가방_3","B","의복의류점","가방","1","13","제품정보문의","","Q","","이게 탈부착이 가능한가요?","","","","탈부착, 가능","","탈부착/기능",""
"점원","지퍼가 있어서 떼실 수 있어요","박은영_가방_3","B","의복의류점","가방","0","14","제품정보문의","","A","","","","","지퍼가 있어서 떼실 수 있어요","지퍼","","지퍼/부분",""
"고객","요것도 할인이 되나요?","박은영_가방_3","B","의복의류점","가방","1","15","할인여부문의","","Q","","요것도 할인이 되나요?","","","","할인","","",""
"점원","이십 프로 됩니다.","박은영_가방_3","B","의복의류점","가방","0","16","할인여부문의","","A","","","","","이십 프로 됩니다.","이십 프로","","이십 프로/할인율",""
"고객","이것도 긴 끈이 있나요 따로?","박은영_가방_3","B","의복의류점","가방","1","17","제품정보문의","","Q","","이것도 긴 끈이 있나요 따로?","","","","긴 끈","","긴 끈/부품",""
"점원","끈은 없어요","박은영_가방_3","B","의복의류점","가방","0","18","제품정보문의","","A","","","","","끈은 없어요","끈","","끈/부품",""
"고객","저쪽에 있는 가방들은 전부다 천이네요?","박은영_가방_3","B","의복의류점","가방","1","19","가방소재문의","","Q","","저쪽에 있는 가방들은 전부다 천이네요?","","","","저쪽, 가방, 천","","저쪽/위치, 가방/제품, 천/재질",""
"점원","네","박은영_가방_3","B","의복의류점","가방","0","20","가방소재문의","","A","","","","","네","","","",""
"고객","색상은 요거뿐이에요?","박은영_가방_3","B","의복의류점","가방","1","21","색상에대한문의","","Q","","색상은 요거뿐이에요?","","","","색상","","",""
"점원","네","박은영_가방_3","B","의복의류점","가방","0","22","색상에대한문의","","A","","","","","네","","","",""
"고객","이건 가격이 얼마에요?","박은영_가방_3","B","의복의류점","가방","1","23","제품가격문의","","Q","","이건 가격이 얼마에요?","","","","가격, 얼마","","",""
"점원","육만 구천 원이에요","박은영_가방_3","B","의복의류점","가방","0","24","제품가격문의","","A","","","","","육만 구천 원이에요","육만 구천 원","","육만 구천 원/금액",""
"고객","요것도 세일하는 거죠?","박은영_가방_3","B","의복의류점","가방","1","25","할인여부문의","","Q","","요것도 세일하는 거죠?","","","","세일","","",""
"점원","네 이십 프로 됩니다","박은영_가방_3","B","의복의류점","가방","0","26","할인여부문의","","A","","","","","네 이십 프로 됩니다","이십 프로","","이십 프로/할인율",""
"고객","세일 기간이 며칠까지 해요?","박은영_가방_3","B","의복의류점","가방","1","27","세일기간문의","","Q","","세일 기간이 며칠까지 해요?","","","","세일, 기간, 며칠","","",""
"점원","계속하는데 재고가 없어요","박은영_가방_3","B","의복의류점","가방","0","28","세일기간문의","","A","","","","","계속하는데 재고가 없어요","재고","","",""
"고객","아 빠지면 다신 안 들어오나요?","박은영_가방_3","B","의복의류점","가방","1","29","재고문의","","Q","","아 빠지면 다신 안 들어오나요?","","","","","","",""
"점원","들어와도 몇 개뿐이에요","박은영_가방_3","B","의복의류점","가방","0","30","재고문의","","A","","","","","들어와도 몇 개뿐이에요","몇 개","","",""
"고객","몇 시부터 몇 시까지 해요?","박은영_가방_3","B","의복의류점","가방","1","31","운영시간문의","","Q","","몇 시부터 몇 시까지 해요?","","","","몇 시","","",""
"점원","열시부터 여섯시까지 합니다","박은영_가방_3","B","의복의류점","가방","0","32","운영시간문의","","A","","","","","열시부터 여섯시까지 합니다","열시, 여섯시","","열시/오픈시간, 여섯시/마감시간",""
"고객","명절에도 하죠?","박은영_가방_3","B","의복의류점","가방","1","33","공휴일영업문의","","Q","","명절에도 하죠?","","","","명절","","",""
"점원","네 토요일에도 해요","박은영_가방_3","B","의복의류점","가방","0","34","공휴일영업문의","","A","","","","","네 토요일에도 해요","토요일","","토요일/요일",""
"고객","혹시 여기 정식 잘하는 집 있어요?","박은영_가방_3","B","의복의류점","가방","1","35","인근지리와위치요청","","Q","","혹시 여기 정식 잘하는 집 있어요?","","","","여기, 정식, 집","","",""
"점원","정식은 없고 국숫집은 있어요","박은영_가방_3","B","의복의류점","가방","0","36","인근지리와위치요청","","A","","","","","정식은 없고 국숫집은 있어요","정식, 국숫집","","",""
"고객","저 죄송하지만 화장실은 어디 있어예?","박은영_가방_3","B","의복의류점","가방","1","37","화장실위치문의","","Q","","저 죄송하지만 화장실은 어디 있어예?","","","","화장실","","화장실/장소",""
"점원","화장실은 없어요","박은영_가방_3","B","의복의류점","가방","0","38","화장실위치문의","","A","","","","","화장실은 없어요","화장실","","화장실/장소",""
"고객","저 오렌지색 조거 얼마예요?","박은영_가방_4","B","의복의류점","가방","1","1","제품가격문의","","Q","","저 오렌지색 조거 얼마예요?","","","","오렌지색, 얼마","","오렌지색/색상",""
"점원","사만 원이에요","박은영_가방_4","B","의복의류점","가방","0","2","제품가격문의","","A","","","","","사만 원이에요","사만 원","","사만 원/금액",""
"고객","색상은 요거 하나뿐이에요?","박은영_가방_4","B","의복의류점","가방","1","3","색상에대한문의","","Q","","색상은 요거 하나뿐이에요?","","","","색상, 하나","","하나/가짓수",""
